phototran 2 350Hz siggen Jack King 04/10/15
3010 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3011 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3012 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3013 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3014 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3015 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3016 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3017 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3018 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3019 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3020 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3021 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3022 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3023 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3024 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3025 R 1834 0x52 0x0 0x7 0x2a 0x2c 0xff 
3026 F 895 0x46 0x0 0x3 0x7f 0x2c 0xff 
3027 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
3028 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3029 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3030 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3031 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3032 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3033 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3034 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3035 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3036 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3037 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3038 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3039 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3040 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3041 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3042 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3043 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3044 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3045 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3046 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
3047 F 896 0x46 0x0 0x3 0x80 0x2c 0xff 
3048 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
3049 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3050 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3051 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3052 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3053 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3054 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3055 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3056 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3057 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3058 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3059 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3060 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3061 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3062 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3063 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3064 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3065 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3066 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3067 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
3068 F 896 0x46 0x0 0x3 0x80 0x2c 0xff 
3069 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
3070 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3071 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3072 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3073 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3074 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3075 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3076 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3077 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3078 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3079 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3080 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3081 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3082 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3083 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3084 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3085 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3086 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3087 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3088 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
3089 F 896 0x46 0x0 0x3 0x80 0x2c 0xff 
3090 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
3091 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3092 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3093 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3094 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3095 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3096 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3097 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3098 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3099 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3100 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3101 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3102 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3103 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3104 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3105 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3106 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3107 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3108 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3109 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
3110 F 896 0x46 0x0 0x3 0x80 0x2c 0xff 
3111 R 934 0x52 0x0 0x3 0xa6 0x2c 0xff 
3112 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3113 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3114 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3115 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3116 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3117 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3118 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3119 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3120 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3121 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3122 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3123 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3124 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3125 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3126 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3127 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3128 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3129 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3130 R 1834 0x52 0x0 0x7 0x2a 0x2c 0xff 
3131 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
3132 R 937 0x52 0x0 0x3 0xa9 0x2c 0xff 
3133 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3134 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3135 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3136 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3137 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3138 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3139 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3140 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3141 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3142 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3143 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3144 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3145 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3146 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3147 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3148 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3149 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3150 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3151 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
3152 F 893 0x46 0x0 0x3 0x7d 0x2c 0xff 
3153 R 937 0x52 0x0 0x3 0xa9 0x2c 0xff 
3154 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3155 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3156 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3157 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3158 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3159 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3160 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3161 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3162 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3163 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3164 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3165 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3166 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3167 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3168 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3169 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3170 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3171 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3172 R 1834 0x52 0x0 0x7 0x2a 0x2c 0xff 
3173 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
3174 R 937 0x52 0x0 0x3 0xa9 0x2c 0xff 
3175 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3176 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3177 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3178 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3179 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3180 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3181 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3182 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3183 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3184 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3185 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3186 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3187 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3188 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3189 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3190 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3191 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3192 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3193 R 1833 0x52 0x0 0x7 0x29 0x2c 0xff 
3194 F 893 0x46 0x0 0x3 0x7d 0x2c 0xff 
3195 R 937 0x52 0x0 0x3 0xa9 0x2c 0xff 
3196 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3197 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3198 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3199 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3200 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3201 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3202 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3203 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3204 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3205 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3206 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3207 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3208 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3209 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3210 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3211 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3212 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3213 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3214 R 1834 0x52 0x0 0x7 0x2a 0x2c 0xff 
3215 F 892 0x46 0x0 0x3 0x7c 0x2c 0xff 
3216 R 937 0x52 0x0 0x3 0xa9 0x2c 0xff 
3217 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3218 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3219 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3220 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3221 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3222 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3223 F 990 0x46 0x0 0x3 0xde 0x2c 0xff 
3224 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3225 F 1886 0x46 0x0 0x7 0x5e 0x2c 0xff 
3226 R 897 0x52 0x0 0x3 0x81 0x2c 0xff 
3227 F 930 0x46 0x0 0x3 0xa2 0x2c 0xff 
3228 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3229 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3230 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3231 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3232 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3233 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3234 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3235 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3236 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
3237 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3238 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3239 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3240 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3241 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3242 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3243 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3244 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3245 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3246 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
3247 R 900 0x52 0x0 0x3 0x84 0x2c 0xff 
3248 F 930 0x46 0x0 0x3 0xa2 0x2c 0xff 
3249 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3250 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3251 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3252 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3253 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3254 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3255 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3256 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3257 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
3258 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3259 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3260 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3261 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3262 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3263 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3264 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3265 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3266 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3267 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
3268 R 900 0x52 0x0 0x3 0x84 0x2c 0xff 
3269 F 930 0x46 0x0 0x3 0xa2 0x2c 0xff 
3270 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3271 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3272 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3273 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3274 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3275 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3276 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3277 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3278 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
3279 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3280 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3281 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3282 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3283 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3284 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3285 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3286 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3287 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3288 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
3289 R 900 0x52 0x0 0x3 0x84 0x2c 0xff 
3290 F 930 0x46 0x0 0x3 0xa2 0x2c 0xff 
3291 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3292 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3293 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3294 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3295 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3296 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3297 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3298 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3299 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
3300 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3301 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3302 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3303 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3304 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3305 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3306 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3307 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3308 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3309 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
3310 R 897 0x52 0x0 0x3 0x81 0x2c 0xff 
3311 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
3312 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3313 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3314 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3315 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3316 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3317 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3318 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3319 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3320 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
3321 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3322 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3323 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3324 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3325 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3326 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3327 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3328 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3329 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3330 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
3331 R 897 0x52 0x0 0x3 0x81 0x2c 0xff 
3332 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
3333 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3334 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3335 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3336 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3337 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3338 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3339 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3340 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3341 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
3342 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3343 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3344 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3345 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3346 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3347 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3348 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3349 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3350 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3351 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
3352 R 897 0x52 0x0 0x3 0x81 0x2c 0xff 
3353 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
3354 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3355 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3356 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3357 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3358 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3359 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3360 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3361 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3362 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
3363 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3364 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3365 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3366 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3367 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3368 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3369 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3370 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3371 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3372 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
3373 R 897 0x52 0x0 0x3 0x81 0x2c 0xff 
3374 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
3375 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3376 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3377 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3378 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3379 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3380 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3381 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3382 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3383 F 1245 0x46 0x0 0x4 0xdd 0x2c 0xff 
3384 R 734 0x52 0x0 0x2 0xde 0x2c 0xff 
3385 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3386 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3387 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3388 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3389 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3390 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3391 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3392 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3393 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
3394 R 897 0x52 0x0 0x3 0x81 0x2c 0xff 
3395 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
3396 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3397 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3398 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3399 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3400 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3401 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3402 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3403 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3404 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
3405 R 990 0x52 0x0 0x3 0xde 0x2c 0xff 
3406 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3407 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3408 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3409 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3410 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3411 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3412 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3413 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3414 F 1834 0x46 0x0 0x7 0x2a 0x2c 0xff 
3415 R 897 0x52 0x0 0x3 0x81 0x2c 0xff 
3416 F 933 0x46 0x0 0x3 0xa5 0x2c 0xff 
3417 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3418 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3419 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3420 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3421 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3422 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3423 R 989 0x52 0x0 0x3 0xdd 0x2c 0xff 
3424 F 991 0x46 0x0 0x3 0xdf 0x2c 0xff 
3425 F 989 0x46 0x0 0x3 0xdd 0x2c 0xff 
